num_young_drivers,age,num_of_children,years_job_held_for,income,value_of_home,commute_dist,vehicle_value,policy_tenure,5_year_total_claims_value,5_year_num_of_claims,license_points,vehicle_age,highest_education,single_parent,married,gender,type_of_use,licence_revoked,address_type,occupation_Clerical,occupation_Doctor,occupation_Home Maker,occupation_Lawyer,occupation_Manager,occupation_Professional,occupation_Student,vehicle_type_Panel Truck,vehicle_type_Pickup,vehicle_type_SUV,vehicle_type_Sports Car,vehicle_type_Van
0.0,41.0,1.0,13.0,331.5976477600527,510.63587809710356,7.0710678118654755,171.6682847820179,2.449489742783178,0.0,0.0,1.0,18.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,57.0,0.0,0.0,0.0,353.929371485329,2.23606797749979,153.26447729333762,3.3166247903554,0.0,0.0,1.4142135623730951,8.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,42.0,0.0,12.0,224.76432101203253,366.84874267196284,6.6332495807108,135.9779393872403,2.6457513110645907,3590.0,3.0,1.4142135623730951,11.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,53.0,0.0,12.0,272.14150730823843,522.1934507440706,8.366600265340756,115.88787684654508,3.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,43.0,2.0,16.0,212.95069851963387,445.6882318392533,4.0,101.6366075781753,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,51.0,0.0,7.0,376.2259959120316,592.6930065387983,4.242640687119285,171.26003620226174,2.0,1184.0,2.0,2.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,39.0,2.0,10.0,174.97999885701222,396.591729616239,6.6332495807108,146.01369798755184,1.7320508075688772,9469.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,58.0,3.0,18.0,98.74208829065749,0.0,7.0710678118654755,49.79959839195493,1.0,3741.0,2.0,1.7320508075688772,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,51.0,1.0,8.0,255.64959277439556,503.6486870825735,2.23606797749979,111.48990985734987,1.0,9000.0,1.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,49.0,0.0,11.0,256.2401217608203,0.0,6.324555320336759,113.49008767288886,1.0,763.0,2.0,2.23606797749979,13.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,13.0,326.683332908185,538.0724858232393,5.830951894845301,131.41537200799607,1.0,0.0,0.0,1.4142135623730951,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,35.0,2.0,12.0,173.52521430616358,0.0,6.928203230275509,67.15653356152326,2.449489742783178,7654.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,53.0,0.0,11.142857142857142,297.8455975837145,489.5722622861716,7.0,127.71061036577971,3.605551275463989,1835.0,2.0,1.4142135623730951,11.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,50.0,0.0,12.0,369.1995201978,0.0,3.605551275463989,180.19433953373786,1.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,46.0,0.0,11.0,212.83796653792763,389.9538434225261,5.291502622129181,77.6530746332687,3.605551275463989,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,35.0,0.0,10.0,300.86375654106297,498.21782384816385,5.830951894845301,86.1974477580398,1.0,0.0,0.0,2.0,18.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,40.0,0.0,12.0,272.2443755158222,502.0258957464246,4.898979485566356,169.1744661584602,1.0,5784.0,1.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,44.0,0.0,13.0,259.724854413281,523.1003727775387,4.795831523312719,120.33287165193059,3.872983346207417,0.0,0.0,1.4142135623730951,12.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,46.0,0.0,10.0,349.0558694535876,571.1278315753839,5.5677643628300215,171.1724276862369,1.7320508075688772,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,30.0,1.0,10.0,136.82470537150812,0.0,3.0,143.70107863199914,3.0,0.0,0.0,0.0,9.714285714285714,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,45.0,0.0,11.0,283.90315250098934,0.0,7.3484692283495345,123.1665539016173,2.449489742783178,9448.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,33.0,3.0,13.0,294.72190281687585,503.0785226979979,2.23606797749979,161.33815419794539,4.123105625617661,0.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,46.0,0.0,12.0,231.71965820793022,439.3825212727516,8.660254037844387,107.37783756436893,1.0,0.0,0.0,1.4142135623730951,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,33.0,0.0,10.0,318.10532846841784,383.4335479770722,5.744562646538029,107.79610382569493,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,53.0,0.0,8.0,257.7382393049196,475.390365909954,2.23606797749979,115.9310139695155,3.605551275463989,0.0,0.0,0.0,18.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,43.0,0.0,13.0,293.17400976212065,361.2790769316311,5.196152422706632,107.5174404457249,4.47213595499958,0.0,0.0,0.0,17.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,45.0,2.0,8.0,179.15635629248547,331.913069514121,4.358898943540674,95.96874491208062,1.0,0.0,0.0,0.0,14.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,39.0,2.0,12.0,248.2176464315138,468.64592177890546,5.656854249492381,157.4166446091391,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,46.0,0.0,13.0,162.3360711610331,358.74921602701795,5.916079783099616,106.53637876331258,3.1622776601683795,0.0,0.0,1.4142135623730951,9.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,48.0,0.0,12.0,324.3439532348337,425.2584088359856,5.0,130.26895255585654,1.0,0.0,0.0,1.7320508075688772,14.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,47.0,0.0,12.0,354.59977439361126,599.5031275981803,6.4031242374328485,137.00364958642524,1.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,35.0,0.0,10.0,195.88261791185047,382.9960835308894,6.557438524302,156.49281133649558,2.0,0.0,0.0,1.7320508075688772,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,38.0,2.0,14.0,146.87069142616576,330.96223349500167,4.898979485566356,148.2902559172382,1.0,0.0,0.0,1.7320508075688772,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,42.0,0.0,13.0,391.6281034713564,525.6548297124264,2.6457513110645907,198.54470529329157,2.0,0.0,0.0,1.4142135623730951,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,54.0,0.0,10.285714285714286,271.71676429694213,511.8788919265962,6.557438524302,129.267165204471,3.1622776601683795,4086.0,4.0,0.0,16.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,47.0,0.0,11.0,280.98576476398233,483.65793697612366,4.795831523312719,131.94695904036593,2.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,40.0,2.0,13.0,219.51537531571677,369.0596157804319,2.23606797749979,130.11533345459327,3.3166247903554,30944.0,2.0,1.7320508075688772,7.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,37.0,2.0,9.0,141.59802258506295,299.2457184321941,5.916079783099616,84.91171886141512,3.1622776601683795,0.0,0.0,1.7320508075688772,3.4285714285714284,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,54.0,0.0,0.0,0.0,0.0,6.0,83.06623862918075,2.449489742783178,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,39.0,0.0,11.428571428571429,190.55970193091719,402.3667481291167,5.656854249492381,95.0263121456368,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,45.0,2.0,17.0,321.3429409747252,407.63709350352303,3.7416573867739413,162.11107303327555,2.6457513110645907,0.0,0.0,1.0,16.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,41.0,0.0,11.0,333.77687157740576,566.0565342790418,5.744562646538029,155.33834040570923,2.449489742783178,0.0,0.0,0.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,31.0,1.0,13.0,287.68385425671704,517.2397896527297,5.916079783099616,113.49008767288886,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,28.0,2.0,8.0,168.7364809399556,0.0,7.681145747868608,126.17448236470004,1.7320508075688772,0.0,0.0,1.4142135623730951,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,40.0,2.0,9.0,259.4127984506547,469.1524272557907,6.6332495807108,140.07141035914503,3.7416573867739413,0.0,0.0,1.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,27.0,4.0,10.0,197.36007701660435,429.39142981666504,4.242640687119285,98.89388252060893,2.449489742783178,0.0,0.0,1.4142135623730951,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,36.0,2.0,14.0,344.9217302519515,0.0,6.6332495807108,177.17223258738937,1.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,45.0,3.0,14.0,70.07139216541941,0.0,3.4641016151377544,132.09844813622905,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,47.0,0.0,11.0,356.55153905150934,607.7976637006759,3.872983346207417,137.5136356875201,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,57.0,3.0,19.0,309.53351999420033,0.0,5.385164807134504,145.2583904633395,1.0,0.0,0.0,1.4142135623730951,17.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,22.0,0.0,0.0,0.0,0.0,7.937253933193772,116.27553482998907,2.0,28386.0,2.0,1.4142135623730951,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,53.0,0.0,14.0,351.0911562543266,587.5874403014415,2.23606797749979,126.13484847574837,1.0,0.0,0.0,0.0,19.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,34.0,1.0,12.0,303.0379514186301,540.2666008555406,6.082762530298219,157.82902141241325,2.6457513110645907,4317.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,47.0,0.0,9.285714285714286,130.75549701637786,340.58919536591293,7.483314773547883,111.89280584559492,2.449489742783178,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,12.0,184.7979591724046,365.5680511204446,4.58257569495584,82.21921916437786,1.0,4211.0,1.0,2.449489742783178,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,51.0,1.0,14.0,212.54176060247548,460.6897003406957,5.0990195135927845,183.98369492974098,3.1622776601683795,0.0,0.0,1.7320508075688772,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,24.0,1.0,13.0,152.0164464786623,305.68774918206975,5.830951894845301,78.80355321938218,3.7416573867739413,5876.0,1.0,1.4142135623730951,13.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,51.0,0.0,11.0,355.5868389015544,0.0,6.4031242374328485,88.43076387773658,2.6457513110645907,0.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,50.0,0.0,11.0,420.33320116307726,495.00952371790646,4.47213595499958,187.5899784103618,1.0,0.0,0.0,0.0,15.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,30.0,0.0,10.0,193.94329068054918,406.69644699702013,8.660254037844387,127.16131487209465,2.449489742783178,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,38.0,0.0,5.0,158.5023659129415,318.3582887251406,7.211102550927978,108.21275340735028,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,55.0,0.0,12.0,285.95279330686736,543.2881371795265,5.0990195135927845,122.27019260637483,2.6457513110645907,0.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52.0,0.0,10.0,317.0189268797685,0.0,6.0,129.42179105544784,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,51.0,0.0,11.0,321.6286678764814,547.5280814716265,3.1622776601683795,183.22117781522965,2.449489742783178,0.0,0.0,1.4142135623730951,14.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,39.0,0.0,11.0,124.21755109484327,366.29496311033273,4.47213595499958,83.30666239863412,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,29.0,4.0,12.0,355.3350531540619,565.1548460377917,6.244997998398398,90.49861877399013,2.449489742783178,26785.0,2.0,0.0,13.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,46.0,0.0,11.0,162.0678870103513,354.89575934350074,4.47213595499958,118.27933040053955,2.0,7766.0,1.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,54.0,0.0,12.0,228.22795621921517,349.37863210481055,6.0,102.32301793829187,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,39.0,0.0,9.0,188.05850153609114,408.0208328014637,5.477225575051661,73.48469228349535,2.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,42.0,3.0,17.0,170.0470523119998,340.49522757301605,6.557438524302,91.10433579144299,2.0,958.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,47.0,0.0,0.0,0.0,237.20455307603183,5.656854249492381,78.74007874011811,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,49.0,0.0,13.0,259.7864507629295,470.8863981896271,2.449489742783178,102.22524150130437,3.605551275463989,11054.0,1.0,2.0,10.571428571428571,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
